year,marital,age,race,rincome,partyid,relig,tvhours
2010,Married,70,Other,Not applicable,Independent,Catholic,2
2010,Never married,42,White,Don't know,"Ind,near dem",Catholic,6
2010,Never married,35,White,Not applicable,"Ind,near dem",Catholic,4
2010,Never married,40,White,$25000 or more,Independent,None,NA
2010,Married,68,Other,$25000 or more,"Ind,near dem",None,2
2010,Married,34,Other,Refused,Not str republican,Catholic,NA
2010,Married,30,Other,$25000 or more,Independent,Catholic,2
2010,Never married,25,Other,$10000 - 14999,Not str democrat,Catholic,1
2010,Married,36,White,$25000 or more,Not str democrat,Catholic,2
2010,Divorced,54,White,$25000 or more,"Ind,near rep",Catholic,2
2010,Married,58,White,Refused,Strong democrat,Catholic,4
2010,Never married,55,Black,$20000 - 24999,Not str democrat,Catholic,NA
2010,Married,34,Other,Not applicable,"Ind,near dem",Catholic,NA
2010,Never married,29,Black,$25000 or more,Strong democrat,Catholic,3
2010,Never married,20,Other,$10000 - 14999,Not str republican,Protestant,2
2010,Divorced,41,Black,$25000 or more,Strong democrat,Protestant,NA
2010,Separated,40,White,$25000 or more,Strong democrat,Buddhism,NA
2010,Never married,71,White,$25000 or more,Strong republican,Catholic,NA
2010,Never married,23,White,$8000 to 9999,Not str democrat,Catholic,2
2010,Never married,49,White,$15000 - 19999,Other party,Buddhism,NA
2010,Married,44,White,Not applicable,"Ind,near dem",Christian,NA
2010,Never married,20,White,Not applicable,Other party,Moslem/islam,1
2010,Never married,24,White,$6000 to 6999,"Ind,near dem",None,4
2010,Never married,29,White,$25000 or more,Not str democrat,None,3
2010,Married,56,White,$25000 or more,"Ind,near dem",None,NA
2010,Never married,24,White,Not applicable,Independent,Protestant,2
2010,Married,60,White,$25000 or more,"Ind,near dem",None,NA
2010,Married,52,White,Refused,Not str republican,Other,1
2010,Married,51,White,Not applicable,Not str republican,Catholic,4
2010,Never married,64,White,$25000 or more,"Ind,near dem",Catholic,4
2010,Never married,23,White,$10000 - 14999,Not str democrat,None,3
2010,Married,46,White,$25000 or more,Strong republican,Jewish,NA
2010,Married,34,White,$25000 or more,Not str democrat,None,1
2010,Never married,29,Other,$10000 - 14999,Not str democrat,Catholic,1
2010,Never married,28,White,$25000 or more,Strong democrat,None,1
2010,Never married,39,White,$6000 to 6999,Strong republican,Protestant,3
2010,Married,33,White,$25000 or more,"Ind,near dem",Protestant,NA
2010,Never married,24,Black,$10000 - 14999,Not str republican,Protestant,12
2010,Divorced,34,Other,$7000 to 7999,Not str republican,Protestant,NA
2010,Never married,24,White,Lt $1000,Strong democrat,Jewish,1
2010,Married,30,White,Not applicable,Not str republican,Protestant,NA
2010,Never married,25,White,$7000 to 7999,"Ind,near dem",None,1
2010,Separated,41,White,$25000 or more,Strong democrat,None,0
2010,Married,37,Other,$25000 or more,Strong democrat,None,3
2010,Widowed,48,White,$25000 or more,"Ind,near dem",Catholic,NA
2010,Never married,28,White,Not applicable,Independent,None,0
2010,Never married,30,White,$15000 - 19999,Other party,None,0
2010,Never married,34,Other,$25000 or more,"Ind,near rep",Christian,NA
2010,Married,67,Other,Refused,Independent,Buddhism,4
2010,Married,64,White,$25000 or more,Not str democrat,None,2
2010,Divorced,80,White,Not applicable,Strong republican,Catholic,3
2010,Married,52,White,$25000 or more,Independent,Catholic,NA
2010,Never married,29,Other,$25000 or more,Strong democrat,Protestant,NA
2010,Never married,24,Black,Don't know,Independent,Protestant,1
2010,Never married,42,Black,$25000 or more,Strong democrat,Protestant,NA
2010,Divorced,89,Black,Not applicable,Strong democrat,Protestant,1
2010,Widowed,61,Black,Not applicable,Strong democrat,Protestant,4
2010,Never married,35,Black,$20000 - 24999,Strong democrat,Protestant,3
2010,Never married,44,Black,$25000 or more,Strong democrat,Protestant,7
2010,Married,60,Black,$25000 or more,Strong democrat,Protestant,6
2010,Never married,28,Black,Not applicable,"Ind,near dem",None,6
2010,Never married,27,White,$15000 - 19999,Not str democrat,None,NA
2010,Married,38,White,$25000 or more,Not str democrat,None,1
2010,Married,34,White,Not applicable,"Ind,near dem",None,2
2010,Never married,18,Other,Not applicable,"Ind,near dem",Catholic,2
2010,Married,35,White,Not applicable,Independent,Christian,NA
2010,Separated,29,Other,$4000 to 4999,Independent,Catholic,4
2010,Married,32,White,Not applicable,Independent,Catholic,3
2010,Divorced,63,Black,Refused,Strong democrat,Protestant,4
2010,Widowed,80,Black,$10000 - 14999,Strong democrat,Protestant,7
2010,Never married,52,Other,Not applicable,Strong republican,Protestant,2
2010,Never married,25,White,$25000 or more,Strong democrat,Protestant,NA
2010,Divorced,70,White,Not applicable,Other party,None,NA
2010,Never married,35,Other,$25000 or more,"Ind,near dem",None,0
2010,Married,41,White,$25000 or more,Strong democrat,None,1
2010,Never married,24,Black,$3000 to 3999,Strong democrat,Protestant,NA
2010,Married,60,White,$25000 or more,"Ind,near dem",None,3
2010,Divorced,55,White,$25000 or more,"Ind,near dem",Catholic,1
2010,Never married,23,White,$10000 - 14999,Not str republican,Catholic,1
2010,Widowed,68,White,Not applicable,Not str democrat,Jewish,NA
2010,Never married,22,White,Lt $1000,Strong democrat,Catholic,3
2010,Married,58,White,$25000 or more,"Ind,near dem",Orthodox-christian,NA
2010,Divorced,55,White,$15000 - 19999,"Ind,near dem",None,2
2010,Married,75,Other,$1000 to 2999,"Ind,near dem",Protestant,3
2010,Divorced,66,White,$25000 or more,Other party,None,3
2010,Widowed,76,White,Not applicable,"Ind,near dem",Protestant,NA
2010,Married,79,White,Not applicable,Not str republican,Protestant,3
2010,Married,29,White,$25000 or more,Not str democrat,Catholic,2
2010,Divorced,60,White,$25000 or more,Strong democrat,None,NA
2010,Married,36,White,Not applicable,Not str democrat,Catholic,NA
2010,Married,75,White,Not applicable,Strong republican,Orthodox-christian,NA
2010,Married,48,White,$15000 - 19999,"Ind,near dem",Catholic,2
2010,Married,35,White,Not applicable,Strong republican,Protestant,4
2010,Married,54,White,$25000 or more,Not str democrat,None,NA
2010,Married,45,White,$1000 to 2999,"Ind,near dem",None,NA
2010,Married,58,White,$25000 or more,Not str republican,Protestant,NA
2010,Married,46,White,Not applicable,Strong democrat,Catholic,3
2010,Married,36,Black,$25000 or more,Not str democrat,Protestant,NA
2010,Divorced,58,Other,Not applicable,Strong democrat,Catholic,NA
2010,Divorced,40,White,$10000 - 14999,Not str republican,Catholic,2
2010,Married,44,White,$25000 or more,Strong democrat,Protestant,NA
2010,Married,59,White,$25000 or more,Independent,Catholic,1
2010,Widowed,80,White,Not applicable,Strong democrat,Catholic,2
2010,Widowed,72,White,Not applicable,Independent,None,2
2010,Married,76,White,Not applicable,"Ind,near dem",Catholic,NA
2010,Married,65,White,Not applicable,Strong republican,Protestant,8
2010,Married,43,White,$25000 or more,Independent,Catholic,2
2010,Widowed,73,White,Not applicable,Not str democrat,None,2
2010,Married,27,White,Not applicable,"Ind,near dem",None,2
2010,Married,73,White,Not applicable,"Ind,near rep",Catholic,6
2010,Married,60,White,Not applicable,Not str democrat,None,NA
2010,Divorced,42,Black,$20000 - 24999,"Ind,near dem",Christian,NA
2010,Never married,51,White,$25000 or more,"Ind,near dem",Protestant,1
2010,Never married,21,White,Lt $1000,"Ind,near rep",Catholic,1
2010,Never married,30,White,Not applicable,Strong democrat,Christian,4
2010,Married,45,White,$25000 or more,"Ind,near dem",None,3
2010,Married,35,Other,Refused,Independent,None,NA
2010,Widowed,79,White,Don't know,Not str republican,Protestant,2
2010,Divorced,67,White,$25000 or more,Not str republican,Protestant,NA
2010,Never married,19,White,$8000 to 9999,"Ind,near dem",Catholic,2
2010,Married,76,White,$25000 or more,Strong republican,Protestant,3
2010,Widowed,70,White,$25000 or more,Strong democrat,None,1
2010,Divorced,60,White,$25000 or more,Strong democrat,None,NA
2010,Never married,47,White,$25000 or more,"Ind,near dem",Other eastern,0
2010,Never married,57,White,$25000 or more,"Ind,near dem",None,2
2010,Widowed,75,White,Refused,Strong republican,Protestant,3
2010,Married,43,White,$25000 or more,Strong republican,Catholic,NA
2010,Married,45,White,$25000 or more,"Ind,near dem",None,2
2010,Married,29,Other,Not applicable,Independent,None,2
2010,Married,38,White,$10000 - 14999,Not str democrat,Protestant,1
2010,Married,25,White,Lt $1000,"Ind,near dem",Catholic,4
2010,Never married,37,Other,$25000 or more,"Ind,near dem",Buddhism,1
2010,Divorced,63,White,$10000 - 14999,Strong democrat,Catholic,NA
2010,Married,62,Black,Not applicable,Independent,Protestant,5
2010,Separated,28,Black,$25000 or more,Independent,Christian,NA
2010,Married,61,Black,$25000 or more,"Ind,near dem",Buddhism,NA
2010,Married,47,Black,$25000 or more,Strong democrat,None,3
2010,Divorced,55,White,$4000 to 4999,Independent,Protestant,NA
2010,Married,48,Black,$4000 to 4999,Not str republican,Protestant,3
2010,Married,49,White,$25000 or more,Strong republican,Protestant,3
2010,Never married,20,Other,$8000 to 9999,"Ind,near dem",Moslem/islam,1
2010,Never married,24,Other,$1000 to 2999,Other party,None,0
2010,Never married,24,White,$1000 to 2999,"Ind,near rep",Catholic,1
2010,Never married,26,White,$25000 or more,Independent,None,NA
2010,Never married,27,White,Not applicable,"Ind,near rep",Catholic,3
2010,Married,48,White,Not applicable,Strong democrat,None,NA
2010,Divorced,54,White,$25000 or more,Not str democrat,Protestant,2
2010,Married,64,White,Not applicable,Strong democrat,Protestant,1
2010,Never married,23,Other,Refused,Not str republican,None,NA
2010,Divorced,73,White,Not applicable,Strong democrat,Catholic,6
2010,Married,30,Other,$25000 or more,Not str republican,Catholic,3
2010,Married,53,Black,Not applicable,Strong democrat,Protestant,4
2010,Divorced,39,White,$25000 or more,Not str republican,None,20
2010,Never married,39,Black,$25000 or more,Independent,None,5
2010,Never married,50,Other,$25000 or more,Not str republican,Catholic,1
2010,Married,65,White,$25000 or more,"Ind,near rep",Catholic,2
2010,Married,51,White,$25000 or more,Not str republican,Catholic,2
2010,Never married,29,White,$15000 - 19999,"Ind,near dem",Catholic,NA
2010,Never married,20,Other,$8000 to 9999,Independent,None,0
2010,Divorced,50,White,$25000 or more,Not str democrat,Orthodox-christian,2
2010,Married,72,White,Not applicable,Not str democrat,Catholic,4
2010,Married,68,Black,Not applicable,Strong democrat,Protestant,5
2010,Married,41,White,Not applicable,Not str democrat,Catholic,2
2010,Married,63,White,Not applicable,"Ind,near rep",None,NA
2010,Married,62,White,$25000 or more,"Ind,near dem",Protestant,3
2010,Never married,52,Other,Not applicable,"Ind,near dem",None,NA
2010,Married,39,White,$25000 or more,Strong democrat,None,3
2010,Married,46,Other,$25000 or more,Not str democrat,None,2
2010,Never married,19,White,$5000 to 5999,Not str republican,Protestant,NA
2010,Never married,45,White,$25000 or more,Strong democrat,Protestant,0
2010,Separated,72,White,$8000 to 9999,"Ind,near rep",Jewish,NA
2010,Widowed,77,Other,Not applicable,Strong republican,Protestant,6
2010,Married,26,White,Not applicable,"Ind,near dem",Catholic,NA
2010,Divorced,48,White,$25000 or more,Strong democrat,Catholic,5
2010,Married,65,White,Not applicable,"Ind,near rep",Jewish,2
2010,Widowed,79,Black,Not applicable,Strong democrat,Protestant,9
2010,Divorced,82,Black,Not applicable,Strong democrat,Protestant,NA
2010,Never married,51,Black,Refused,Strong democrat,Protestant,4
2010,Divorced,38,Black,$25000 or more,Not str democrat,Protestant,3
2010,Never married,46,Black,$25000 or more,Strong democrat,Christian,NA
2010,Never married,47,White,$25000 or more,Not str democrat,Moslem/islam,5
2010,Never married,40,Black,$25000 or more,Not str democrat,Christian,2
2010,Divorced,56,White,$5000 to 5999,Independent,Protestant,3
2010,Widowed,79,White,Not applicable,Independent,Protestant,NA
2010,Married,43,White,$7000 to 7999,Strong democrat,Orthodox-christian,4
2010,Never married,37,Black,$4000 to 4999,"Ind,near rep",Protestant,2
2010,Never married,30,Other,$25000 or more,"Ind,near rep",Protestant,NA
2010,Never married,29,Black,$20000 - 24999,"Ind,near dem",Catholic,5
2010,Widowed,79,White,Not applicable,Strong republican,Jewish,6
2010,Married,71,White,Not applicable,Not str democrat,Catholic,NA
2010,Never married,20,Black,Not applicable,Not str democrat,Catholic,0
2010,Never married,40,Black,$25000 or more,Strong democrat,Protestant,NA
2010,Never married,27,Other,$25000 or more,Independent,Christian,2
2010,Widowed,85,White,$6000 to 6999,Not str republican,Jewish,4
2010,Married,62,White,Not applicable,Strong republican,Jewish,NA
2010,Never married,29,Black,$25000 or more,Strong democrat,Inter-nondenominational,2
2010,Never married,30,Black,Not applicable,Not str democrat,Moslem/islam,2
2010,Never married,28,Black,$25000 or more,Strong democrat,Protestant,NA
2010,Widowed,80,Other,Refused,Strong democrat,Catholic,6
2010,Never married,27,Black,$25000 or more,Strong democrat,Protestant,NA
2010,Married,38,White,Refused,"Ind,near dem",Catholic,2
2010,Married,35,Other,Not applicable,Not str republican,Protestant,1
2010,Never married,32,Other,Not applicable,No answer,None,23
2010,Married,67,White,$8000 to 9999,Strong democrat,None,1
2010,Divorced,69,White,$6000 to 6999,Not str republican,Christian,NA
2010,Divorced,55,White,Not applicable,Not str republican,Jewish,1
2010,Divorced,40,White,$25000 or more,Not str republican,Catholic,2
2010,Never married,81,White,Not applicable,Strong democrat,Catholic,1
2010,Married,56,White,$25000 or more,Strong republican,Catholic,2
2010,Never married,19,White,$4000 to 4999,Not str democrat,Catholic,3
2010,Never married,25,White,Not applicable,Independent,Catholic,NA
2010,Never married,27,White,Not applicable,"Ind,near rep",None,0
2010,Never married,18,Black,Refused,Independent,Moslem/islam,13
2010,Never married,35,Black,$25000 or more,Not str democrat,Protestant,2
2010,Divorced,51,White,$25000 or more,"Ind,near rep",Catholic,4
2010,Never married,19,White,Not applicable,Independent,Catholic,12
2010,Divorced,50,White,Refused,Independent,Catholic,1
2010,Married,53,White,$25000 or more,Not str democrat,Jewish,2
2010,Divorced,53,White,Not applicable,"Ind,near rep",Protestant,2
2010,Divorced,67,White,Refused,Not str democrat,None,0
2010,Divorced,40,Black,$15000 - 19999,Strong democrat,Protestant,4
2010,Never married,59,White,Not applicable,Strong democrat,Protestant,3
2010,Married,54,White,Not applicable,Strong democrat,Protestant,10
2010,Married,55,Black,$25000 or more,Not str democrat,Protestant,1
2010,Married,29,Other,$20000 - 24999,"Ind,near dem",Catholic,NA
2010,Divorced,66,Black,Not applicable,Strong democrat,Protestant,2
2010,Divorced,77,Other,Not applicable,Other party,Protestant,NA
2010,Never married,43,Black,$10000 - 14999,"Ind,near rep",None,4
2010,Married,45,White,Not applicable,Independent,Catholic,NA
2010,Divorced,69,Black,Refused,"Ind,near dem",Catholic,2
2010,Separated,54,White,$25000 or more,Strong republican,None,NA
2010,Married,46,White,$20000 - 24999,Not str democrat,Protestant,2
2010,Divorced,40,White,$10000 - 14999,Not str democrat,Catholic,NA
2010,Married,72,White,Not applicable,Strong democrat,Catholic,6
2010,Married,60,Other,Not applicable,Independent,Protestant,2
2010,Married,81,White,Not applicable,Strong democrat,None,NA
2010,Never married,30,White,$25000 or more,Not str democrat,Christian,2
2010,Married,41,White,$25000 or more,Strong democrat,Protestant,2
2010,Divorced,38,White,$25000 or more,Independent,Catholic,2
2010,Married,70,White,Not applicable,Not str democrat,Catholic,3
2010,Married,54,White,$25000 or more,Not str republican,Protestant,2
2010,Divorced,37,White,$25000 or more,Independent,Catholic,NA
